group kingdom phylum class order family genus species
ASV00572 Fungi Blastocladiomycota Blastocladiomycetes Blastocladiales Catenariaceae Catenaria Catenaria_anguillulae
ASV00573 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00574 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae Leptosphaeria Leptosphaeria_sclerotioides
ASV00575 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Calyptella Calyptella_capula
ASV00576 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metarhizium Metarhizium_marquandii
ASV00577 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporaceae Alternaria Alternaria_chlamydosporigena
ASV00578 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00579 Fungi Basidiomycota Agaricomycetes Agaricales unclassified unclassified unclassified
ASV00580 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00581 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00582 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00583 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae unclassified_Sporormiaceae Sporormiaceae_sp
ASV00584 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00585 Fungi Basidiomycota Tremellomycetes Cystofilobasidiales Mrakiaceae Itersonilia Itersonilia_perplexans
ASV00586 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia unclassified
ASV00587 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Gibberella unclassified
ASV00588 Fungi Basidiomycota Tremellomycetes Tremellales Sirobasidiaceae Fibulobasidium Fibulobasidium_inconspicuum
ASV00589 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporaceae Alternaria unclassified
ASV00590 Fungi Ascomycota Sordariomycetes Sordariales unclassified unclassified unclassified
ASV00591 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Funneliformis unclassified
ASV00592 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Stephanonectria Stephanonectria_keithii
ASV00593 Fungi Basidiomycota Tremellomycetes Tremellales Tremellaceae Tremella Tremella_sp
ASV00594 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Rhizophagus unclassified
ASV00595 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00596 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Dominikia Dominikia_achra
ASV00597 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00598 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00599 Fungi Basidiomycota Agaricomycetes Polyporales Coriolaceae Trametes Trametes_versicolor
ASV00600 Fungi Ascomycota Sordariomycetes Hypocreales Stachybotryaceae unclassified unclassified
ASV00601 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00602 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Funneliformis unclassified
ASV00603 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Dominikia unclassified
ASV00604 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV00605 Fungi Ascomycota Orbiliomycetes Orbiliales Orbiliaceae unclassified_Orbiliaceae Orbiliaceae_sp
ASV00606 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00607 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis unclassified unclassified
ASV00608 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae unclassified unclassified
ASV00609 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Cistella Cistella_sp
ASV00610 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00611 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporales_fam_Incertae_sedis unclassified unclassified
ASV00612 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00613 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00614 Fungi Ascomycota Eurotiomycetes Verrucariales Verrucariaceae unclassified unclassified
ASV00615 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_peltigerae
ASV00616 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00617 Fungi Ascomycota Dothideomycetes Pleosporales Lophiotremataceae Lophiotrema Lophiotrema_rubi
ASV00618 Fungi Ascomycota Eurotiomycetes Chaetothyriales Cyphellophoraceae Cyphellophora Cyphellophora_suttonii
ASV00619 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV00620 Fungi Ascomycota Lecanoromycetes Teloschistales Teloschistaceae Flavoplaca Flavoplaca_sp
ASV00621 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreales_fam_Incertae_sedis Trichothecium Trichothecium_crotocinigenum
ASV00622 Fungi Ascomycota Sordariomycetes Hypocreales Cordycipitaceae Beauveria Beauveria_pseudobassiana
ASV00623 Fungi Ascomycota Dothideomycetes Pleosporales Dictyosporiaceae Dictyosporium unclassified
ASV00624 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
ASV00625 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00626 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00627 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00628 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Podospora Podospora_longicollis
ASV00629 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metarhizium Metarhizium_carneum
ASV00630 Fungi Ascomycota Taphrinomycetes Taphrinales unclassified_Taphrinales unclassified_Taphrinales Taphrinales_sp
ASV00631 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Tetracladium unclassified
ASV00632 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Neoascochyta Neoascochyta_desmazieri
ASV00633 Fungi Ascomycota Sordariomycetes Microascales Microascaceae Gamsia Gamsia_simplex
ASV00634 Fungi Ascomycota Dothideomycetes Capnodiales Cladosporiaceae Cladosporium Cladosporium_sphaerospermum
ASV00635 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Articulospora unclassified
ASV00636 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00637 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Paraphoma Paraphoma_chrysanthemicola
ASV00638 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00639 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00640 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_terrea
ASV00641 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified unclassified
ASV00642 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Articulospora Articulospora_sp
ASV00643 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00644 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
ASV00645 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00646 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00647 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV00648 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_alpina
ASV00649 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium unclassified
ASV00650 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Rhodosporidiobolus Rhodosporidiobolus_colostri
ASV00651 Fungi Ascomycota Eurotiomycetes Chaetothyriales Cyphellophoraceae Cyphellophora Cyphellophora_suttonii
ASV00652 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Rhodotorula Rhodotorula_ingeniosa
ASV00653 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV00654 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00655 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Trichomerium Trichomerium_foliicola
ASV00656 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00657 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV00658 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00659 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00660 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV00661 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00662 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Sporobolomyces Sporobolomyces_phaffii
ASV00663 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae Pseudogymnoascus Pseudogymnoascus_verrucosus
ASV00664 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00665 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00666 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae unclassified unclassified
ASV00667 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae Preussia Preussia_sp
ASV00668 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00669 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metarhizium Metarhizium_marquandii
ASV00670 Fungi Ascomycota Sordariomycetes Glomerellales Plectosphaerellaceae Plectosphaerella Plectosphaerella_cucumerina
ASV00671 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00672 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00673 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00674 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Sporobolomyces Sporobolomyces_roseus
ASV00675 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Sporobolomyces Sporobolomyces_roseus
ASV00676 Fungi Ascomycota Leotiomycetes Helotiales Rutstroemiaceae unclassified_Rutstroemiaceae Rutstroemiaceae_sp
ASV00677 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV00678 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Volutella Volutella_sp
ASV00679 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00680 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Neonectria Neonectria_hederae
ASV00681 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00682 Fungi Basidiomycota Agaricomycetes Corticiales Corticiaceae Marchandiobasidium Marchandiobasidium_aurantiacum
ASV00683 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00684 Fungi Olpidiomycota Olpidiomycetes Olpidiales unclassified_Olpidiales unclassified_Olpidiales Olpidiales_sp
ASV00685 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00686 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00687 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00688 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Funneliformis Funneliformis_mosseae
ASV00689 Fungi Ascomycota Sordariomycetes Hypocreales Bionectriaceae Clonostachys Clonostachys_rosea
ASV00690 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS08 unclassified_GS08 unclassified_GS08 GS08_sp
ASV00691 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00692 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00693 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00694 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae Plenodomus Plenodomus_biglobosus
ASV00695 Fungi Basidiomycota Tremellomycetes Cystofilobasidiales Cystofilobasidiaceae Guehomyces Guehomyces_pullulans
ASV00696 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
ASV00697 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV00698 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Cercophora Cercophora_samala
ASV00699 Fungi Ascomycota Pezizomycetes Pezizales Ascobolaceae Ascobolus Ascobolus_sp
ASV00700 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00701 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Cercophora Cercophora_samala
ASV00702 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metarhizium Metarhizium_marquandii
ASV00703 Fungi Mortierellomycota Mortierellomycetes Mortierellales unclassified_Mortierellales unclassified_Mortierellales Mortierellales_sp
ASV00704 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00705 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00706 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00707 Fungi Ascomycota Dothideomycetes Pleosporales Didymosphaeriaceae Pseudopithomyces Pseudopithomyces_chartarum
ASV00708 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Schizothecium Schizothecium_carpinicola
ASV00709 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Naganishia unclassified
ASV00710 Fungi Ascomycota Dothideomycetes Pleosporales Lentitheciaceae unclassified unclassified
ASV00711 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00712 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV00713 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaetopsis Pyrenochaetopsis_leptospora
ASV00714 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Glomus Glomus_macrocarpum
ASV00715 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00716 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV00717 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_peltigerae
ASV00718 Fungi Ascomycota Eurotiomycetes Chaetothyriales Cyphellophoraceae Cyphellophora Cyphellophora_pauciseptata
ASV00719 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV00720 Fungi Basidiomycota Agaricomycetes Sebacinales Sebacinaceae Chaetospermum Chaetospermum_chaetosporum
ASV00721 Fungi Ascomycota Sordariomycetes Xylariales Microdochiaceae Microdochium Microdochium_sp
ASV00722 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00723 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV00724 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Tetracladium Tetracladium_marchalianum
ASV00725 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00726 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00727 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Didymella unclassified
ASV00728 Fungi Ascomycota Lecanoromycetes Caliciales Caliciaceae Amandinea Amandinea_punctata
ASV00729 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00730 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Ilyonectria Ilyonectria_mors-panacis
ASV00731 Fungi Ascomycota Sordariomycetes Glomerellales Glomerellaceae Colletotrichum Colletotrichum_graminicola
ASV00732 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00733 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Funneliformis Funneliformis_mosseae
ASV00734 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae Plenodomus Plenodomus_biglobosus
ASV00735 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00736 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00737 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00738 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Calycina unclassified
ASV00739 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Goffeauzyma Goffeauzyma_gilvescens
ASV00740 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00741 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium unclassified
ASV00742 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae unclassified unclassified
ASV00743 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00744 Fungi Ascomycota Sordariomycetes Hypocreales Bionectriaceae Clonostachys Clonostachys_intermedia
ASV00745 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00746 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV00747 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00748 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00749 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae unclassified unclassified
ASV00750 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Hypholoma Hypholoma_fasciculare
ASV00751 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV00752 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00753 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Didymella Didymella_urticicola
ASV00754 Fungi Ascomycota Dothideomycetes Capnodiales Teratosphaeriaceae Devriesia Devriesia_sp
ASV00755 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00756 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala Exophiala_lecanii-corni
ASV00757 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00758 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00759 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00760 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Calycina unclassified
ASV00761 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV00762 Fungi Basidiomycota Wallemiomycetes Wallemiales Wallemiaceae Wallemia Wallemia_muriae
ASV00763 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_elongata
ASV00764 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
ASV00765 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Articulospora Articulospora_proliferata
ASV00766 Fungi Ascomycota Sordariomycetes Coniochaetales unclassified_Coniochaetales unclassified_Coniochaetales Coniochaetales_sp
ASV00767 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV00768 Fungi Ascomycota Lecanoromycetes Teloschistales Teloschistaceae Flavoplaca Flavoplaca_sp
ASV00769 Fungi Ascomycota Dothideomycetes Capnodiales Mycosphaerellaceae Septoria Septoria_glycinicola
ASV00770 Fungi Ascomycota Dothideomycetes Dothideomycetes_ord_Incertae_sedis Eremomycetaceae Arthrographis Arthrographis_longispora
ASV00771 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified_Chaetothyriales unclassified_Chaetothyriales Chaetothyriales_sp
ASV00772 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_tsunedae
ASV00773 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_aeria
ASV00774 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00775 Fungi Ascomycota Saccharomycetes Saccharomycetales Saccharomycetales_fam_Incertae_sedis Candida Candida_tropicalis
ASV00776 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00777 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Glomus Glomus_macrocarpum
ASV00778 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae unclassified unclassified
ASV00779 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV00780 Fungi Basidiomycota Tremellomycetes Tremellales unclassified_Tremellales unclassified_Tremellales Tremellales_sp
ASV00781 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Glomus Glomus_macrocarpum
ASV00782 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Rhodotorula Rhodotorula_ingeniosa
ASV00783 Fungi Basidiomycota Agaricomycetes Corticiales Corticiaceae Laetisaria Laetisaria_arvalis
ASV00784 Fungi Ascomycota Eurotiomycetes unclassified unclassified unclassified unclassified
ASV00785 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae unclassified unclassified
ASV00786 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00787 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae unclassified unclassified
ASV00788 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV00789 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00790 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00791 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV00792 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00793 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00794 Fungi Ascomycota Dothideomycetes Pleosporales Lentitheciaceae Darksidea unclassified
ASV00795 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00796 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00797 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae Plenodomus Plenodomus_biglobosus
ASV00798 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV00799 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Dominikia unclassified
ASV00800 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV00801 Fungi Basidiomycota Agaricomycetes Agaricales Schizophyllaceae Schizophyllum Schizophyllum_commune
ASV00802 Fungi Basidiomycota Agaricomycetes Sebacinales unclassified_Sebacinales unclassified_Sebacinales Sebacinales_sp
ASV00803 Fungi Basidiomycota Microbotryomycetes Sporidiobolales Sporidiobolaceae Sporobolomyces Sporobolomyces_salicinus
ASV00804 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_alpina
ASV00805 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae Pseudogymnoascus Pseudogymnoascus_verrucosus
ASV00806 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Cistella Cistella_sp
ASV00807 Fungi Ascomycota Pezizomycetes Pezizales Tuberaceae Tuber Tuber_indicum
ASV00808 Fungi Ascomycota Dothideomycetes Pleosporales unclassified_Pleosporales unclassified_Pleosporales Pleosporales_sp
ASV00809 Fungi Ascomycota Sordariomycetes Glomerellales Plectosphaerellaceae Plectosphaerella Plectosphaerella_cucumerina
ASV00810 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00811 Fungi Ascomycota Dothideomycetes unclassified unclassified unclassified unclassified
ASV00812 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00813 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Bradymyces Bradymyces_sp
ASV00814 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00815 Fungi Ascomycota Sordariomycetes Microascales Halosphaeriaceae unclassified_Halosphaeriaceae Halosphaeriaceae_sp
ASV00816 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00817 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV00818 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae unclassified unclassified
ASV00819 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV00820 Fungi Ascomycota Lecanoromycetes Teloschistales Teloschistaceae Flavoplaca Flavoplaca_sp
ASV00821 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00822 Fungi Ascomycota Sordariomycetes Magnaporthales Magnaporthaceae Slopeiomyces Slopeiomyces_cylindrosporus
ASV00823 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Cistella Cistella_sp
ASV00824 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Bradymyces Bradymyces_sp
ASV00825 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV00826 Fungi Basidiomycota Agaricomycetes Cantharellales Cantharellales_fam_Incertae_sedis Minimedusa Minimedusa_polyspora
ASV00827 Fungi Ascomycota Dothideomycetes Pleosporales unclassified unclassified unclassified
ASV00828 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV00829 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Bradymyces Bradymyces_sp
ASV00830 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Naganishia Naganishia_cerealis
ASV00831 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae Pseudogymnoascus Pseudogymnoascus_verrucosus
ASV00832 Fungi Basidiomycota Microbotryomycetes Microbotryales Ustilentylomataceae Microbotryozyma Microbotryozyma_sp
ASV00833 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00834 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Cylindrocarpon Cylindrocarpon_sp
ASV00835 Fungi Ascomycota Dothideomycetes Pleosporales unclassified unclassified unclassified
ASV00836 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV00837 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00838 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporaceae Bipolaris unclassified
ASV00839 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_sarnyensis
ASV00840 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia unclassified
ASV00841 Fungi Ascomycota Sordariomycetes unclassified unclassified unclassified unclassified
ASV00842 Fungi Ascomycota Dothideomycetes Capnodiales Mycosphaerellaceae Mycocentrospora Mycocentrospora_sp
ASV00843 Fungi Ascomycota Sordariomycetes Sordariales unclassified unclassified unclassified
ASV00844 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV00845 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV00846 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Neosetophoma Neosetophoma_samararum
ASV00847 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
