group kingdom phylum class order family genus species
ASV02746 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02747 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV02748 Fungi Basidiomycota Tremellomycetes Tremellales Bulleribasidiaceae Vishniacozyma Vishniacozyma_victoriae
ASV02749 Fungi Ascomycota Sordariomycetes Melanosporales Melanosporaceae Melanospora Melanospora_damnosa
ASV02750 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02751 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Cylindrocladiella Cylindrocladiella_pseudocamelliae
ASV02752 Fungi Ascomycota Sordariomycetes Hypocreales unclassified_Hypocreales unclassified_Hypocreales Hypocreales_sp
ASV02753 Fungi Basidiomycota Agaricomycetes Boletales Serpulaceae Serpula Serpula_himantioides
ASV02754 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Parasola Parasola_sp
ASV02755 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified_Chaetothyriales unclassified_Chaetothyriales Chaetothyriales_sp
ASV02756 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02757 Fungi Ascomycota Sordariomycetes Hypocreales unclassified_Hypocreales unclassified_Hypocreales Hypocreales_sp
ASV02758 Fungi Ascomycota Orbiliomycetes Orbiliales Orbiliaceae Dactylella Dactylella_xinjiangensis
ASV02759 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreales_fam_Incertae_sedis Acremonium Acremonium_alternatum
ASV02760 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02761 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae unclassified_Strophariaceae Strophariaceae_sp
ASV02762 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified_Chaetothyriales unclassified_Chaetothyriales Chaetothyriales_sp
ASV02763 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Chaetosphaeronema Chaetosphaeronema_sp
ASV02764 Fungi Ascomycota Lecanoromycetes Lecanorales Ramalinaceae Bacidina Bacidina_sp
ASV02765 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Chaetosphaeronema Chaetosphaeronema_sp
ASV02766 Fungi Ascomycota Dothideomycetes Pleosporales unclassified_Pleosporales unclassified_Pleosporales Pleosporales_sp
ASV02767 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Filobasidium Filobasidium_wieringae
ASV02768 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02769 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02770 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02771 Fungi Ascomycota Sordariomycetes Hypocreales Stachybotryaceae Paramyrothecium unclassified
ASV02772 Fungi Basidiomycota Agaricomycetes Russulales Peniophoraceae Peniophora Peniophora_sp
ASV02773 Fungi Basidiomycota Microbotryomycetes Microbotryales Ustilentylomataceae Microbotryozyma Microbotryozyma_sp
ASV02774 Fungi Ascomycota Sordariomycetes Xylariales Sporocadaceae unclassified unclassified
ASV02775 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02776 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02777 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV02778 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02779 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02780 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Didymella unclassified
ASV02781 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV02782 Fungi Ascomycota Pezizomycetes Pezizales Tuberaceae Tuber Tuber_oligospermum
ASV02783 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02784 Fungi Ascomycota Pezizomycetes Pezizales Tuberaceae Tuber Tuber_oligospermum
ASV02785 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV02786 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Bradymyces Bradymyces_sp
ASV02787 unknown unclassified unclassified unclassified unclassified unclassified unclassified
ASV02788 Fungi Basidiomycota Microbotryomycetes Leucosporidiales Leucosporidiaceae Leucosporidium Leucosporidium_intermedium
ASV02789 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02790 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02791 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02792 Fungi Ascomycota Dothideomycetes Pleosporales Periconiaceae unclassified unclassified
ASV02793 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02794 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV02795 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02796 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_queletii
ASV02797 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_peltigerae
ASV02798 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02799 Fungi Ascomycota Sordariomycetes Xylariales Diatrypaceae Eutypa Eutypa_lata
ASV02800 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02801 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Tetracladium Tetracladium_sp
ASV02802 Fungi Ascomycota Dothideomycetes Dothideomycetes_ord_Incertae_sedis Eremomycetaceae unclassified_Eremomycetaceae Eremomycetaceae_sp
ASV02803 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02804 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Lepista Lepista_nuda
ASV02805 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02806 Fungi Basidiomycota Agaricomycetes Agaricales Hymenogastraceae Hebeloma Hebeloma_mesophaeum
ASV02807 Fungi Basidiomycota Agaricomycetes Sebacinales unclassified_Sebacinales unclassified_Sebacinales Sebacinales_sp
ASV02808 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_sp
ASV02809 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae unclassified unclassified
ASV02810 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Scytalidium Scytalidium_sp
ASV02811 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV02812 Fungi Ascomycota Leotiomycetes Thelebolales Pseudeurotiaceae Pseudogymnoascus Pseudogymnoascus_verrucosus
ASV02813 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_brevicompactum
ASV02814 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02815 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreaceae Trichoderma Trichoderma_harzianum
ASV02816 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02817 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02818 Fungi Ascomycota Pezizomycetes Pezizales Pyronemataceae unclassified unclassified
ASV02819 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae unclassified_Herpotrichiellaceae Herpotrichiellaceae_sp
ASV02820 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_coerulea
ASV02821 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02822 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02823 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02824 Fungi Ascomycota Eurotiomycetes unclassified unclassified unclassified unclassified
ASV02825 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreaceae Trichoderma Trichoderma_longipilis
ASV02826 Fungi Ascomycota Sordariomycetes Pleurotheciales Pleurotheciaceae Phaeoisaria Phaeoisaria_clematidis
ASV02827 Fungi Ascomycota Sordariomycetes Hypocreales Ophiocordycipitaceae Purpureocillium Purpureocillium_lilacinum
ASV02828 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV02829 Fungi Ascomycota Sordariomycetes Togniniales Togniniaceae Phaeoacremonium unclassified
ASV02830 Fungi Ascomycota Sordariomycetes Microascales Microascaceae Scopulariopsis Scopulariopsis_brumptii
ASV02831 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02832 Fungi Ascomycota Sordariomycetes Hypocreales Ophiocordycipitaceae Tolypocladium unclassified
ASV02833 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Entoloma Entoloma_juncinum
ASV02834 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaeta Pyrenochaeta_keratinophila
ASV02835 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Tetracladium Tetracladium_sp
ASV02836 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora Cladophialophora_chaetospira
ASV02837 Fungi Ascomycota Sordariomycetes Hypocreales unclassified unclassified unclassified
ASV02838 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Naganishia unclassified
ASV02839 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified_Chaetothyriales unclassified_Chaetothyriales Chaetothyriales_sp
ASV02840 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae Trechispora Trechispora_sp
ASV02841 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_peltigerae
ASV02842 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora Cladophialophora_sp
ASV02843 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02844 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae unclassified unclassified
ASV02845 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae unclassified unclassified
ASV02846 Fungi Ascomycota Sordariomycetes Hypocreales unclassified unclassified unclassified
ASV02847 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae unclassified_Ceratobasidiaceae Ceratobasidiaceae_sp
ASV02848 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02849 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02850 Fungi Ascomycota Leotiomycetes Erysiphales Erysiphaceae Blumeria Blumeria_graminis
ASV02851 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Microcera unclassified
ASV02852 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02853 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02854 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02855 Fungi Ascomycota Sordariomycetes Microascales Graphiaceae Graphium Graphium_basitruncatum
ASV02856 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora Cladophialophora_sp
ASV02857 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV02858 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV02859 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae Olpidium Olpidium_brassicae
ASV02860 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified_Chaetothyriales unclassified_Chaetothyriales Chaetothyriales_sp
ASV02861 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02862 Fungi Basidiomycota Agaricomycetes Russulales Peniophoraceae Peniophora Peniophora_sp
ASV02863 Fungi Basidiomycota Agaricomycetes Auriculariales Auriculariaceae Auricularia Auricularia_mesenterica
ASV02864 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_aeria
ASV02865 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02866 Fungi Basidiomycota Pucciniomycetes Platygloeales Eocronartiaceae Eocronartium Eocronartium_sp
ASV02867 Fungi Ascomycota Dothideomycetes Capnodiales unclassified unclassified unclassified
ASV02868 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Boeremia Boeremia_exigua
ASV02869 Fungi Ascomycota Sordariomycetes Hypocreales Ophiocordycipitaceae Hirsutella Hirsutella_minnesotensis
ASV02870 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metarhizium Metarhizium_anisopliae
ASV02871 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02872 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV02873 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreales_fam_Incertae_sedis Stilbella Stilbella_sp
ASV02874 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis unclassified unclassified
ASV02875 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV02876 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02877 Fungi Basidiomycota Agaricomycetes Polyporales Coriolaceae Trametes Trametes_versicolor
ASV02878 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae unclassified_Herpotrichiellaceae Herpotrichiellaceae_sp
ASV02879 Fungi Ascomycota Sordariomycetes Diaporthales Gnomoniaceae Gnomonia Gnomonia_skokomishica
ASV02880 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02881 Rhizaria Cercozoa unclassified_Cercozoa unclassified_Cercozoa unclassified_Cercozoa unclassified_Cercozoa Cercozoa_sp
ASV02882 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia Knufia_peltigerae
ASV02883 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae unclassified unclassified
ASV02884 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02885 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02886 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Piloderma Piloderma_sp
ASV02887 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02888 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02889 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02890 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV02891 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV02892 Fungi Ascomycota Dothideomycetes Botryosphaeriales unclassified_Botryosphaeriales unclassified_Botryosphaeriales Botryosphaeriales_sp
ASV02893 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV02894 Fungi Ascomycota Eurotiomycetes Chaetothyriales Cyphellophoraceae Cyphellophora unclassified
ASV02895 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02896 Fungi Glomeromycota Glomeromycetes Diversisporales Diversisporaceae Diversispora unclassified
ASV02897 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Boeremia Boeremia_exigua
ASV02898 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae unclassified unclassified
ASV02899 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02900 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Lepista Lepista_densifolia
ASV02901 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaeta Pyrenochaeta_lycopersici
ASV02902 Fungi Basidiomycota Agaricomycetes Auriculariales Exidiaceae Exidiopsis Exidiopsis_effusa
ASV02903 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae unclassified unclassified
ASV02904 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Podospora Podospora_intestinacea
ASV02905 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Articulospora Articulospora_sp
ASV02906 Fungi Ascomycota Sordariomycetes Sordariales unclassified unclassified unclassified
ASV02907 Fungi Ascomycota Sordariomycetes Diaporthales Valsaceae unclassified unclassified
ASV02908 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV02909 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02910 Fungi Ascomycota Sordariomycetes Pleurotheciales Pleurotheciaceae unclassified unclassified
ASV02911 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02912 Fungi Basidiomycota Agaricomycetes unclassified unclassified unclassified unclassified
ASV02913 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_gamsii
ASV02914 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Tetracladium Tetracladium_sp
ASV02915 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Parasola Parasola_sp
ASV02916 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV02917 Fungi Chytridiomycota Rhizophydiomycetes Rhizophydiales Rhizophydiales_fam_Incertae_sedis Operculomyces Operculomyces_laminatus
ASV02918 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02919 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02920 Fungi Basidiomycota Agaricomycetes Polyporales Ganodermataceae Ganoderma Ganoderma_adspersum
ASV02921 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02922 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV02923 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Entoloma Entoloma_infula
ASV02924 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Amphinema Amphinema_sp
ASV02925 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Didymella unclassified
ASV02926 Fungi Basidiomycota Agaricomycetes Polyporales Fomitopsidaceae Postia Postia_sp
ASV02927 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Rhinocladiella Rhinocladiella_sp
ASV02928 Fungi Basidiomycota Agaricomycetes Auriculariales Exidiaceae Exidia Exidia_truncata
ASV02929 Rhizaria Cercozoa unclassified_Cercozoa unclassified_Cercozoa unclassified_Cercozoa unclassified_Cercozoa Cercozoa_sp
ASV02930 Fungi Basidiomycota Agaricomycetes Agaricales Lycoperdaceae Lycoperdon unclassified
ASV02931 Fungi Ascomycota Dothideomycetes Venturiales Venturiaceae Venturia unclassified
ASV02932 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae unclassified_Lasiosphaeriaceae Lasiosphaeriaceae_sp
ASV02933 Fungi Ascomycota Dothideomycetes Tubeufiales Tubeufiaceae unclassified_Tubeufiaceae Tubeufiaceae_sp
ASV02934 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02935 Fungi Basidiomycota Agaricomycetes Hymenochaetales Schizoporaceae Hyphodontia Hyphodontia_sp
ASV02936 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02937 Fungi Ascomycota Dothideomycetes Pleosporales Lophiotremataceae Lophiotrema Lophiotrema_rubi
ASV02938 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae unclassified unclassified
ASV02939 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02940 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02941 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02942 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02943 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV02944 Fungi Rozellomycota Rozellomycotina_cls_Incertae_sedis GS08 unclassified_GS08 unclassified_GS08 GS08_sp
ASV02945 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02946 Fungi Basidiomycota Agaricomycetes Polyporales Fomitopsidaceae Postia Postia_stiptica
ASV02947 Fungi Basidiomycota Agaricomycetes Auriculariales Aporpiaceae Elmerina Elmerina_caryae
ASV02948 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae Metacordyceps Metacordyceps_chlamydosporia
ASV02949 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Bradymyces Bradymyces_sp
ASV02950 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02951 Fungi Ascomycota Leotiomycetes Helotiales Sclerotiniaceae unclassified unclassified
ASV02952 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV02953 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Calycina unclassified
ASV02954 Fungi Basidiomycota Agaricomycetes Russulales Peniophoraceae Peniophora Peniophora_incarnata
ASV02955 Fungi Ascomycota Dothideomycetes Dothideales Aureobasidiaceae Aureobasidium Aureobasidium_pullulans
ASV02956 Fungi Basidiomycota unclassified unclassified unclassified unclassified unclassified
ASV02957 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinellus Coprinellus_micaceus
ASV02958 Fungi Glomeromycota Glomeromycetes Diversisporales Diversisporaceae Diversispora Diversispora_sp
ASV02959 Fungi Basidiomycota Agaricomycetes Polyporales Fomitopsidaceae Postia Postia_sericeomollis
ASV02960 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02961 Fungi Ascomycota Dothideomycetes Acrospermales Acrospermales_fam_Incertae_sedis Leptodiscella Leptodiscella_sp
ASV02962 Fungi Ascomycota Arthoniomycetes Lichenostigmatales Phaeococcomycetaceae Phaeococcomyces Phaeococcomyces_eucalypti
ASV02963 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02964 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02965 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Hypholoma Hypholoma_fasciculare
ASV02966 Fungi Ascomycota Saccharomycetes Saccharomycetales Metschnikowiaceae Clavispora Clavispora_lusitaniae
ASV02967 Fungi Basidiomycota Agaricomycetes Polyporales Ganodermataceae Ganoderma Ganoderma_adspersum
ASV02968 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV02969 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Aspergillus Aspergillus_sydowii
ASV02970 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV02971 Fungi Olpidiomycota Olpidiomycetes Olpidiales unclassified_Olpidiales unclassified_Olpidiales Olpidiales_sp
ASV02972 Fungi Basidiomycota Agaricomycetes Polyporales Meruliaceae Phlebia Phlebia_rufa
ASV02973 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreales_fam_Incertae_sedis Acremonium Acremonium_spinosum
ASV02974 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02975 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae unclassified_Lasiosphaeriaceae Lasiosphaeriaceae_sp
ASV02976 Fungi Ascomycota Sordariomycetes Hypocreales Ophiocordycipitaceae Tolypocladium unclassified
ASV02977 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02978 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02979 Fungi Basidiomycota Agaricomycetes Agaricales Psathyrellaceae Coprinopsis Coprinopsis_radiata
ASV02980 Fungi Ascomycota Eurotiomycetes Chaetothyriales unclassified unclassified unclassified
ASV02981 Fungi Ascomycota Arthoniomycetes Arthoniales Arthoniaceae Arthothelium Arthothelium_spectabile
ASV02982 Fungi Ascomycota Dothideomycetes Capnodiales unclassified_Capnodiales unclassified_Capnodiales Capnodiales_sp
ASV02983 Fungi Ascomycota Leotiomycetes Helotiales unclassified unclassified unclassified
ASV02984 Fungi Glomeromycota Glomeromycetes Diversisporales Diversisporaceae Diversispora unclassified
ASV02985 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02986 Fungi Basidiomycota Tremellomycetes Tremellales Rhynchogastremataceae Papiliotrema Papiliotrema_laurentii
ASV02987 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02988 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Galerina Galerina_hygrophila
ASV02989 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_beljakovae
ASV02990 Fungi Basidiomycota Agaricomycetes Boletales Coniophoraceae Coniophora Coniophora_puteana
ASV02991 Fungi Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota unclassified_Rozellomycota Rozellomycota_sp
ASV02992 Fungi Ascomycota Sordariomycetes Melanosporales Melanosporaceae Melanospora Melanospora_sp
ASV02993 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Calyptella Calyptella_capula
ASV02994 Fungi Basidiomycota Agaricomycetes Agaricales Physalacriaceae Hymenopellis Hymenopellis_radicata
ASV02995 Fungi Basidiomycota Tremellomycetes Tremellales Bulleraceae Fonsecazyma Fonsecazyma_sp
ASV02996 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae Thanatephorus Thanatephorus_cucumeris
ASV02997 Fungi Ascomycota Pezizomycetes Pezizales Tuberaceae Tuber Tuber_sphaerospermum
ASV02998 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV02999 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_aeria
ASV03000 Fungi Basidiomycota Tremellomycetes Filobasidiales Filobasidiaceae Naganishia Naganishia_albida
ASV03001 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03002 Fungi Ascomycota Eurotiomycetes Chaetothyriales Cyphellophoraceae Cyphellophora unclassified
ASV03003 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03004 Fungi Basidiomycota Agaricomycetes Polyporales Meripilaceae unclassified unclassified
ASV03005 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03006 Fungi Basidiomycota Agaricomycetes Boletales Boletaceae Xerocomellus Xerocomellus_chrysenteron
ASV03007 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03008 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03009 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03010 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae unclassified unclassified
ASV03011 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03012 Fungi Ascomycota Sordariomycetes Xylariales Xylariaceae Xylaria Xylaria_hypoxylon
ASV03013 Fungi Basidiomycota Tremellomycetes Tremellales Bulleraceae Bullera Bullera_crocea
ASV03014 Fungi Ascomycota unclassified unclassified unclassified unclassified unclassified
ASV03015 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporaceae Alternaria Alternaria_infectoria
ASV03016 Fungi Ascomycota Eurotiomycetes Chaetothyriales Trichomeriaceae Knufia unclassified
ASV03017 Fungi Basidiomycota Agaricomycetes Agaricales Strophariaceae Hypholoma Hypholoma_fasciculare
ASV03018 Fungi Ascomycota Dothideomycetes Capnodiales Mycosphaerellaceae Mycosphaerella Mycosphaerella_tassiana
ASV03019 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03020 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreaceae Trichoderma Trichoderma_rossicum
ASV03021 Fungi unclassified unclassified unclassified unclassified unclassified unclassified
ASV03022 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae unclassified_Chaetomiaceae Chaetomiaceae_sp
ASV03023 Fungi Ascomycota Sordariomycetes Xylariales Beltraniaceae Hemibeltrania Hemibeltrania_sp
