"";"kingdom";"phylum";"class";"order";"family";"genus";"species"
"FU04225";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04226";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04227";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04228";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04229";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU04230";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04231";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU04232";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04233";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU04234";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04235";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04236";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04237";"Fungi";"Ascomycota";"Eurotiomycetes";"Onygenales";"Onygenaceae";"Aphanoascus";"Aphanoascus_canadensis"
"FU04238";"Fungi";"Basidiomycota";"Agaricomycetes";"Amylocorticiales";"Amylocorticiaceae";"Amylocorticiellum";"Amylocorticiellum_sp"
"FU04239";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04240";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU04241";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"Gnomoniaceae";"unclassified_Gnomoniaceae";"unclassified_Gnomoniaceae"
"FU04242";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Lectera";"Lectera_longa"
"FU04243";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04244";"Fungi";"Basidiomycota";"Agaricomycetes";"Trechisporales";"Hydnodontaceae";"Trechispora";"Trechispora_cohaerens"
"FU04245";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04246";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Cephalotrichum";"Cephalotrichum_stemonitis"
"FU04247";"Fungi";"Ascomycota";"Eurotiomycetes";"unclassified_Eurotiomycetes";"unclassified_Eurotiomycetes";"unclassified_Eurotiomycetes";"unclassified_Eurotiomycetes"
"FU04248";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04249";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Simplicillium";"Simplicillium_lanosoniveum"
"FU04250";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04251";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Agaricus";"unclassified"
"FU04252";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU04253";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04254";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04255";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Cryptomarasmius";"Cryptomarasmius_sp"
"FU04256";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU04257";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04258";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Tolypocladium";"unclassified"
"FU04259";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Mycosphaerellaceae";"Mycosphaerella";"Mycosphaerella_punctiformis"
"FU04260";"Fungi";"Basidiomycota";"Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes";"unclassified_Agaricomycetes"
"FU04261";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU04262";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU04263";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04264";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04265";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04266";"Fungi";"Aphelidiomycota";"Aphelidiomycetes";"GS16";"unclassified_GS16";"unclassified_GS16";"unclassified_GS16"
"FU04267";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04268";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU04269";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04270";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04271";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma";"unclassified"
"FU04272";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04273";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04274";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04275";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Mycosphaerellaceae";"unclassified_Mycosphaerellaceae";"unclassified_Mycosphaerellaceae"
"FU04276";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04277";"Fungi";"Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota"
"FU04278";"Fungi";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"unclassified_Sporidiobolales";"unclassified_Sporidiobolales";"unclassified_Sporidiobolales"
"FU04279";"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"Orbilia_sp"
"FU04280";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04281";"Fungi";"Ascomycota";"Orbiliomycetes";"unclassified_Orbiliomycetes";"unclassified_Orbiliomycetes";"unclassified_Orbiliomycetes";"unclassified_Orbiliomycetes"
"FU04282";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"Exophiala_sp"
"FU04283";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04284";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04285";"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"unclassified_Corticiaceae";"unclassified_Corticiaceae"
"FU04286";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Stropharia";"Stropharia_coronilla"
"FU04287";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04288";"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Heterocephalacria";"Heterocephalacria_sp"
"FU04289";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04290";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Fomitopsidaceae";"Antrodia";"Antrodia_xantha"
"FU04291";"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Pseudeurotiaceae";"unclassified_Pseudeurotiaceae";"unclassified_Pseudeurotiaceae"
"FU04292";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae"
"FU04293";"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";"Rhizophlyctidaceae";"Rhizophlyctis";"Rhizophlyctis_sp"
"FU04294";"Fungi";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces";"Sporobolomyces_salicinus"
"FU04295";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04296";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU04297";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04298";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04299";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04300";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04301";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04302";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium_lapidosum"
"FU04303";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04304";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04305";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04306";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04307";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Amanitaceae";"Amanita";"Amanita_sp"
"FU04308";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"unclassified"
"FU04309";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04310";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04311";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU04312";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Earliella";"Earliella_sp"
"FU04313";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Septoriella";"Septoriella_hirta"
"FU04314";"Fungi";"Basidiomycota";"Pucciniomycetes";"Platygloeales";"Eocronartiaceae";"Eocronartium";"Eocronartium_sp"
"FU04315";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU04316";"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Erythrobasidiales";"Erythrobasidiaceae";"Erythrobasidium";"Erythrobasidium_elongatum"
"FU04317";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04318";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU04319";"Fungi";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"unclassified_Leucosporidiales";"unclassified_Leucosporidiales";"unclassified_Leucosporidiales"
"FU04320";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Suillaceae";"Suillus";"Suillus_collinitus"
"FU04321";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04322";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinellus";"Coprinellus_sp"
"FU04323";"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Peniophoraceae";"Peniophora";"unclassified"
"FU04324";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Bolbitiaceae";"Panaeolus";"unclassified"
"FU04325";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04326";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU04327";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU04328";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04329";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hymenogastraceae";"Hebeloma";"unclassified"
"FU04330";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU04331";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04332";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04333";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium_lemhiflumine"
"FU04334";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04335";"Fungi";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor_hiemalis"
"FU04336";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04337";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Cordycipitaceae";"Simplicillium";"Simplicillium_subtropicum"
"FU04338";"Fungi";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces";"unclassified"
"FU04339";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04340";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04341";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meripilaceae";"Meripilus";"Meripilus_sp"
"FU04342";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04343";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04344";"Fungi";"Basidiomycota";"Pucciniomycetes";"Septobasidiales";"Septobasidiaceae";"Septobasidium";"Septobasidium_sp"
"FU04345";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Rhizophagus";"unclassified"
"FU04346";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04347";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04348";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04349";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Melanoleuca";"unclassified"
"FU04350";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04351";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";"Pluteus_cervinus"
"FU04352";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04353";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04354";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Neodevriesiaceae";"Neodevriesia";"unclassified"
"FU04355";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Amphisphaeriaceae";"unclassified_Amphisphaeriaceae";"unclassified_Amphisphaeriaceae"
"FU04356";"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Apiosporaceae";"Arthrinium";"Arthrinium_sp"
"FU04357";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Gyoerffyella";"Gyoerffyella_sp"
"FU04358";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"unclassified_Helotiales";"unclassified_Helotiales";"unclassified_Helotiales"
"FU04359";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04360";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU04361";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Nectria";"Nectria_sp"
"FU04362";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Chaetomium";"Chaetomium_angustispirale"
"FU04363";"Fungi";"Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota";"unclassified_Chytridiomycota"
"FU04364";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU04365";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04366";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04367";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04368";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04369";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU04370";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU04371";"Fungi";"Basidiomycota";"Microbotryomycetes";"Leucosporidiales";"Leucosporidiaceae";"Leucosporidium";"unclassified"
"FU04372";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
