group;kingdom;phylum;class;order;family;genus;species
ASV00001;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(97);Olpidium(97);Olpidium_brassicae(97)
ASV00002;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(97);Tetracladium(97);unclassified
ASV00003;Fungi(100);Olpidiomycota(99);Olpidiomycetes(99);Olpidiales(99);Olpidiaceae(95);Olpidium(95);Olpidium_brassicae(95)
ASV00004;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Endophoma(97);Endophoma_elongata(97)
ASV00005;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Cystofilobasidiales(100);Cystofilobasidiaceae(100);Guehomyces(100);Guehomyces_pullulans(100)
ASV00006;Fungi(100);Olpidiomycota(94);Olpidiomycetes(94);Olpidiales(94);unclassified;unclassified;unclassified
ASV00007;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongata(98)
ASV00008;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongata(90)
ASV00009;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(86);Calycina(85);Calycina_ellisii(76)
ASV00010;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(65);Thanatephorus_cucumeris(65)
ASV00011;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00012;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Paraphoma(100);Paraphoma_sp(100)
ASV00013;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(97);Tetracladium(96);unclassified
ASV00014;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified_Pleosporales(68);unclassified_Pleosporales(68);Pleosporales_sp(68)
ASV00015;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(98);Tetracladium(98);Tetracladium_marchalianum(94)
ASV00016;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(99);Neonectria(89);Neonectria_candida(87)
ASV00017;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Ilyonectria(98);Ilyonectria_macrodidyma(98)
ASV00018;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(86);Calycina(86);unclassified
ASV00019;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);unclassified;unclassified
ASV00020;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00021;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV00022;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00023;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);unclassified;unclassified
ASV00024;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(92);Olpidium(92);Olpidium_brassicae(92)
ASV00025;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongata(85)
ASV00026;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(100);Plectosphaerellaceae(100);Plectosphaerella(100);Plectosphaerella_cucumerina(98)
ASV00027;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_exigua(95)
ASV00028;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Stagonosporopsis(96);unclassified
ASV00029;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);unclassified;unclassified
ASV00030;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(95);Fusicolla(66);Fusicolla_aquaeductuum(61)
ASV00031;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(83)
ASV00032;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Boeremia(98);Boeremia_exigua(98)
ASV00033;Fungi(100);Ascomycota(100);Eurotiomycetes(94);Chaetothyriales(89);unclassified;unclassified;unclassified
ASV00034;Fungi(100);Basidiomycota(99);Agaricomycetes(99);Agaricales(91);Tricholomataceae(84);Arrhenia(80);unclassified
ASV00035;Fungi(100);Ascomycota(100);Leotiomycetes(86);Helotiales(86);Helotiales_fam_Incertae_sedis(78);Cadophora(66);Cadophora_sp(61)
ASV00036;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(99);Didymella(60);unclassified
ASV00037;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV00038;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00039;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);unclassified
ASV00040;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(96);unclassified;unclassified;unclassified
ASV00041;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Coprinellus(100);Coprinellus_sp(72)
ASV00042;Fungi(100);Ascomycota(100);Leotiomycetes(99);Helotiales(99);Hyaloscyphaceae(69);unclassified;unclassified
ASV00043;Fungi(100);Ascomycota(88);Dothideomycetes(77);Pleosporales(75);Torulaceae(69);Dendryphion(69);unclassified
ASV00044;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Funneliformis(100);Funneliformis_mosseae(77)
ASV00045;Fungi(100);Basidiomycota(79);Agaricomycetes(75);unclassified;unclassified;unclassified;unclassified
ASV00046;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_elongata(100)
ASV00047;Fungi(100);Basidiomycota(99);Agaricomycetes(97);Agaricales(69);unclassified;unclassified;unclassified
ASV00048;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(99);Knufia(99);unclassified
ASV00049;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(98);Cistella(96);Cistella_sp(96)
ASV00050;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Fusarium(99);Fusarium_solani(93)
ASV00051;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Cladosporiaceae(95);Cladosporium(95);Cladosporium_delicatulum(82)
ASV00052;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(100)
ASV00053;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(98);unclassified;unclassified;unclassified
ASV00054;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00055;Fungi(100);Ascomycota(100);Sordariomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00056;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(98)
ASV00057;Fungi(100);Glomeromycota(84);Glomeromycetes(84);Glomerales(84);Glomeraceae(84);unclassified_Glomeraceae(60);Glomeraceae_sp(60)
ASV00058;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Gibberella(93);Gibberella_intricans(93)
ASV00059;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00060;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(68);Thanatephorus_cucumeris(67)
ASV00061;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Piskurozymaceae(100);Solicoccozyma(100);Solicoccozyma_aeria(97)
ASV00062;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(100)
ASV00063;Fungi(100);Ascomycota(100);Orbiliomycetes(100);Orbiliales(100);Orbiliales_fam_Incertae_sedis(100);Lecophagus(100);Lecophagus_longisporus(100)
ASV00064;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiales_fam_Incertae_sedis(91);Mycoarthris(85);Mycoarthris_corallina(85)
ASV00065;Fungi(100);Mortierellomycota(95);Mortierellomycetes(95);Mortierellales(95);unclassified_Mortierellales(95);unclassified_Mortierellales(95);Mortierellales_sp(95)
ASV00066;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);Exophiala_equina(93)
ASV00067;Fungi(100);Basidiomycota(65);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00068;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(100);Plectosphaerellaceae(100);Plectosphaerella(100);Plectosphaerella_cucumerina(89)
ASV00069;Fungi(100);Basidiomycota(65);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00070;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified;unclassified;unclassified
ASV00071;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00072;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(100)
ASV00073;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Didymella(96);unclassified
ASV00074;Fungi(100);Ascomycota(100);Eurotiomycetes(99);Chaetothyriales(99);unclassified;unclassified;unclassified
ASV00075;Fungi(100);Olpidiomycota(96);Olpidiomycetes(96);Olpidiales(96);Olpidiaceae(72);Olpidium(72);Olpidium_brassicae(72)
ASV00076;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00077;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Pleomassariaceae(100);Tumularia(100);Tumularia_sp(100)
ASV00078;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV00079;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_minutissima(100)
ASV00080;Fungi(100);Olpidiomycota(98);Olpidiomycetes(98);Olpidiales(98);Olpidiaceae(94);Olpidium(94);Olpidium_brassicae(94)
ASV00081;Fungi(100);Glomeromycota(99);Glomeromycetes(99);Glomerales(99);Glomeraceae(99);Dominikia(99);Dominikia_achra(96)
ASV00082;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(99);Knufia(99);unclassified
ASV00083;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);unclassified;unclassified
ASV00084;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00085;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Tetracladium(100);Tetracladium_marchalianum(100)
ASV00086;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Funneliformis(96);Funneliformis_mosseae(69)
ASV00087;Fungi(100);Ascomycota(99);Dothideomycetes(99);Pleosporales(99);unclassified_Pleosporales(73);unclassified_Pleosporales(73);Pleosporales_sp(73)
ASV00088;Fungi(100);Ascomycota(100);Dothideomycetes(99);Pleosporales(96);Arthopyreniaceae(76);Arthopyrenia(75);Arthopyrenia_salicis(75)
ASV00089;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(99)
ASV00090;Fungi(100);Ascomycota(100);Dothideomycetes(100);Tubeufiales(100);Tubeufiaceae(100);unclassified_Tubeufiaceae(100);Tubeufiaceae_sp(100)
ASV00091;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Coprinellus(100);unclassified
ASV00092;Fungi(100);Basidiomycota(99);Agaricomycetes(92);Agaricales(64);unclassified;unclassified;unclassified
ASV00093;Fungi(100);Ascomycota(100);Sordariomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00094;Fungi(100);Ascomycota(100);Sordariomycetes(99);Sordariales(99);Lasiosphaeriaceae(99);unclassified;unclassified
ASV00095;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00096;Fungi(100);Mortierellomycota(98);Mortierellomycetes(98);Mortierellales(98);Mortierellaceae(97);Mortierella(97);Mortierella_amoeboidea(67)
ASV00097;Fungi(100);Ascomycota(99);Dothideomycetes(96);Pleosporales(95);Morosphaeriaceae(88);Acrocalymma(64);unclassified
ASV00098;Fungi(99);Basidiomycota(60);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00099;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(98);Didymellaceae(97);unclassified;unclassified
ASV00100;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Fusarium(62);unclassified
ASV00101;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00102;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Glarea(77);Glarea_sp(77)
ASV00103;Fungi(100);Ascomycota(100);Leotiomycetes(98);Helotiales(98);Rutstroemiaceae(94);unclassified_Rutstroemiaceae(92);Rutstroemiaceae_sp(92)
ASV00104;Fungi(100);Ascomycota(100);Sordariomycetes(100);Myrmecridiales(77);Myrmecridiaceae(77);Myrmecridium(77);unclassified
ASV00105;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(100);Thanatephorus_cucumeris(100)
ASV00106;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00107;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Bradymyces(100);Bradymyces_sp(99)
ASV00108;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Tetracladium(100);Tetracladium_sp(97)
ASV00109;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00110;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(94);unclassified;unclassified
ASV00111;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Stagonosporopsis(100);Stagonosporopsis_sp(77)
ASV00112;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(93);Tetracladium(93);Tetracladium_marchalianum(75)
ASV00113;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_fimbricystis(86)
ASV00114;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_sclerotiella(92)
ASV00115;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Russulales(100);Peniophoraceae(100);Subulicystidium(100);Subulicystidium_perlongisporum(100)
ASV00116;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Tetracladium(100);Tetracladium_marchalianum(100)
ASV00117;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);Funneliformis(98);Funneliformis_mosseae(68)
ASV00118;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00119;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00120;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Pleosporales_fam_Incertae_sedis(100);Pseudorobillarda(100);Pseudorobillarda_sp(87)
ASV00121;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiales_fam_Incertae_sedis(83);Mycoarthris(80);Mycoarthris_corallina(80)
ASV00122;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Tetracladium(100);Tetracladium_marchalianum(100)
ASV00123;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(99);Hypocreales_fam_Incertae_sedis(99);Acremonium(99);Acremonium_nepalense(99)
ASV00124;Fungi(100);Ascomycota(95);Leotiomycetes(63);Helotiales(61);unclassified;unclassified;unclassified
ASV00125;Fungi(100);Ascomycota(99);Sordariomycetes(92);unclassified;unclassified;unclassified;unclassified
ASV00126;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(96);Chaetomium(69);unclassified
ASV00127;Fungi(100);Ascomycota(100);Eurotiomycetes(99);Chaetothyriales(99);Trichomeriaceae(94);Knufia(94);unclassified
ASV00128;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(99);Tetracladium(99);Tetracladium_marchalianum(92)
ASV00129;Fungi(100);Basidiomycota(100);Pucciniomycetes(100);unclassified_Pucciniomycetes(100);unclassified_Pucciniomycetes(100);unclassified_Pucciniomycetes(100);Pucciniomycetes_sp(100)
ASV00130;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);unclassified
ASV00131;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(88);Calycina(88);unclassified
ASV00132;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Gibberella(83);Gibberella_intricans(80)
ASV00133;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00134;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(99);Mycosphaerella(99);Mycosphaerella_tassiana(99)
ASV00135;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Ganodermataceae(99);Ganoderma(69);unclassified
ASV00136;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(99);Nectriaceae(99);Volutella(90);Volutella_sp(83)
ASV00137;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Cladosporiaceae(86);Cladosporium(86);unclassified
ASV00138;Fungi(100);Ascomycota(99);Dothideomycetes(99);Pleosporales(99);Phaeosphaeriaceae(99);Phaeosphaeria(98);Phaeosphaeria_sp(98)
ASV00139;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(99);unclassified;unclassified
ASV00140;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00141;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00142;Fungi(100);Glomeromycota(91);Glomeromycetes(91);Glomerales(91);Glomeraceae(91);unclassified;unclassified
ASV00143;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Ophiocordycipitaceae(100);Tolypocladium(100);Tolypocladium_inflatum(64)
ASV00144;Fungi(100);Glomeromycota(75);Glomeromycetes(75);Glomerales(75);Glomeraceae(75);unclassified;unclassified
ASV00145;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Filobasidiales(100);Filobasidiaceae(100);Filobasidium(100);Filobasidium_wieringae(100)
ASV00146;Fungi(100);Olpidiomycota(93);Olpidiomycetes(93);Olpidiales(93);Olpidiaceae(72);Olpidium(72);Olpidium_brassicae(72)
ASV00147;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV00148;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);unclassified_Ceratobasidiaceae(71);Ceratobasidiaceae_sp(71)
ASV00149;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Cladosporiaceae(89);Cladosporium(89);unclassified
ASV00150;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Endophoma(68);Endophoma_elongata(68)
ASV00151;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00152;Fungi(100);Basidiomycota(100);Pucciniomycetes(100);unclassified_Pucciniomycetes(100);unclassified_Pucciniomycetes(100);unclassified_Pucciniomycetes(100);Pucciniomycetes_sp(100)
ASV00153;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00154;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(100);Chaetomium(100);Chaetomium_nigricolor(100)
ASV00155;Fungi(100);Ascomycota(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00156;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Fusarium(99);unclassified
ASV00157;Fungi(100);Ascomycota(100);Orbiliomycetes(100);Orbiliales(100);Orbiliales_fam_Incertae_sedis(100);Lecophagus(100);Lecophagus_longisporus(100)
ASV00158;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00159;Fungi(100);Glomeromycota(77);Glomeromycetes(77);Glomerales(77);Glomeraceae(77);unclassified;unclassified
ASV00160;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Tuberaceae(100);Tuber(100);Tuber_borchii(100)
ASV00161;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(100);Humicola(100);unclassified
ASV00162;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Epicoccum(98);unclassified
ASV00163;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_gamsii(80)
ASV00164;Fungi(100);Ascomycota(99);Dothideomycetes(98);Pleosporales(98);Pleosporales_fam_Incertae_sedis(98);Pseudorobillarda(98);Pseudorobillarda_sp(97)
ASV00165;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(100);Plectosphaerellaceae(100);Plectosphaerella(100);Plectosphaerella_cucumerina(94)
ASV00166;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Stachybotryaceae(100);unclassified;unclassified
ASV00167;Fungi(100);Olpidiomycota(96);Olpidiomycetes(96);Olpidiales(96);Olpidiaceae(82);Olpidium(82);Olpidium_brassicae(82)
ASV00168;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00169;Fungi(100);Ascomycota(100);Eurotiomycetes(82);Chaetothyriales(82);Trichomeriaceae(71);Knufia(71);unclassified
ASV00170;Fungi(100);Ascomycota(100);Sordariomycetes(100);Glomerellales(82);Plectosphaerellaceae(82);Plectosphaerella(78);unclassified
ASV00171;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Thyridariaceae(100);unclassified;unclassified
ASV00172;Fungi(96);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00173;Fungi(100);Ascomycota(100);Dothideomycetes(99);Pleosporales(72);Melanommataceae(70);unclassified;unclassified
ASV00174;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00175;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Biatriosporaceae(64);Biatriospora(64);Biatriospora_mackinnonii(60)
ASV00176;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Cylindrocarpon(100);Cylindrocarpon_sp(100)
ASV00177;Fungi(97);Ascomycota(63);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00178;Fungi(100);Mortierellomycota(100);Mortierellomycetes(100);Mortierellales(100);Mortierellaceae(100);Mortierella(100);Mortierella_alpina(99)
ASV00179;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Cystofilobasidiales(100);Cystofilobasidiaceae(100);Guehomyces(100);Guehomyces_pullulans(100)
ASV00180;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(99);Tetracladium(99);Tetracladium_sp(96)
ASV00181;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_tsunedae(100)
ASV00182;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00183;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(99);Chaetomium(96);Chaetomium_acropullum(96)
ASV00184;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(88);Olpidium(88);Olpidium_brassicae(88)
ASV00185;Fungi(100);Mortierellomycota(68);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00186;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Glarea(77);Glarea_sp(77)
ASV00187;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(97);Helotiaceae(60);unclassified;unclassified
ASV00188;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(99);Nectriaceae(99);Fusarium(72);unclassified
ASV00189;Fungi(100);Ascomycota(99);Eurotiomycetes(91);Chaetothyriales(84);unclassified_Chaetothyriales(84);unclassified_Chaetothyriales(84);Chaetothyriales_sp(84)
ASV00190;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Lasiosphaeriaceae(100);Schizothecium(77);unclassified
ASV00191;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Bionectriaceae(100);Clonostachys(100);Clonostachys_intermedia(93)
ASV00192;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);Volutella(92);Volutella_sp(85)
ASV00193;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00194;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00195;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Trichomeriaceae(100);Knufia(100);Knufia_tsunedae(92)
ASV00196;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Paraboeremia(100);Paraboeremia_selaginellae(100)
ASV00197;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Didymella(78);Didymella_bellidis(71)
ASV00198;Fungi(100);Basidiomycota(67);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00199;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Entolomataceae(100);Entoloma(100);Entoloma_graphitipes_f._cystidiatum(97)
ASV00200;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00201;Fungi(100);Olpidiomycota(100);Olpidiomycetes(100);Olpidiales(100);Olpidiaceae(100);Olpidium(100);Olpidium_brassicae(100)
ASV00202;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV00203;Fungi(100);Olpidiomycota(99);Olpidiomycetes(99);Olpidiales(99);Olpidiaceae(63);Olpidium(63);Olpidium_brassicae(63)
ASV00204;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Rutstroemiaceae(92);unclassified_Rutstroemiaceae(92);Rutstroemiaceae_sp(92)
