group;kingdom;phylum;class;order;family;genus;species
ASV03594;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Coriolaceae(100);Trametes(98);Trametes_hirsuta(98)
ASV03595;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(92);Neosetophoma(85);Neosetophoma_samararum(85)
ASV03596;Fungi(100);Ascomycota(91);Sordariomycetes(81);Xylariales(79);Beltraniaceae(79);Hemibeltrania(79);Hemibeltrania_sp(79)
ASV03597;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(99);Nectriaceae(99);Fusarium(61);unclassified
ASV03598;Fungi(100);Ascomycota(100);Leotiomycetes(99);Thelebolales(98);Pseudeurotiaceae(98);Geomyces(96);Geomyces_sp(96)
ASV03599;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Sordariaceae(100);Sordaria(69);Sordaria_fimicola(69)
ASV03600;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03601;Fungi(100);Basidiomycota(62);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03602;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03603;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03604;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Lycoperdaceae(100);Lycoperdon(100);Lycoperdon_pratense(100)
ASV03605;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Cordycipitaceae(99);Beauveria(99);Beauveria_pseudobassiana(88)
ASV03606;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03607;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03608;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiales_fam_Incertae_sedis(95);unclassified_Helotiales_fam_Incertae_sedis(93);Helotiales_fam_Incertae_sedis_sp(93)
ASV03609;Fungi(93);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03610;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03611;Fungi(96);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03612;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03613;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03614;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03615;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03616;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Meruliaceae(100);Irpex(100);Irpex_lacteus(99)
ASV03617;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03618;Fungi(100);Ascomycota(100);Archaeorhizomycetes(99);Archaeorhizomycetales(99);Archaeorhizomycetaceae(99);Archaeorhizomyces(99);Archaeorhizomyces_sp(99)
ASV03619;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03620;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Trichosporonales(100);Trichosporonaceae(100);Apiotrichum(100);Apiotrichum_mycotoxinovorans(68)
ASV03621;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03622;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03623;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiales_fam_Incertae_sedis(82);Cadophora(77);Cadophora_sp(77)
ASV03624;Fungi(100);Basidiomycota(100);Cystobasidiomycetes(88);Erythrobasidiales(60);unclassified;unclassified;unclassified
ASV03625;Fungi(100);Ascomycota(94);Eurotiomycetes(69);Chaetothyriales(60);unclassified;unclassified;unclassified
ASV03626;Fungi(100);Basidiomycota(100);Cystobasidiomycetes(63);unclassified;unclassified;unclassified;unclassified
ASV03627;Fungi(100);Ascomycota(100);Sordariomycetes(99);Hypocreales(98);unclassified;unclassified;unclassified
ASV03628;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03629;Fungi(100);Basidiomycota(72);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03630;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymosphaeriaceae(99);Paraphaeosphaeria(98);Paraphaeosphaeria_sp(83)
ASV03631;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Coriolaceae(100);Trametes(100);Trametes_versicolor(100)
ASV03632;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Diatrypaceae(100);Peroneutypa(72);Peroneutypa_alsophila(72)
ASV03633;Fungi(100);Basidiomycota(92);Agaricomycetes(89);unclassified;unclassified;unclassified;unclassified
ASV03634;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);Paraboeremia(78);Paraboeremia_selaginellae(78)
ASV03635;Fungi(95);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03636;Rhizaria(99);Cercozoa(99);unclassified_Cercozoa(99);unclassified_Cercozoa(99);unclassified_Cercozoa(99);unclassified_Cercozoa(99);Cercozoa_sp(99)
ASV03637;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(83);Tetracladium(83);Tetracladium_marchalianum(83)
ASV03638;Fungi(100);Ascomycota(95);Sordariomycetes(90);Savoryellales(71);Savoryellaceae(71);unclassified;unclassified
ASV03639;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Lophiostomataceae(75);Lophiostoma(75);Lophiostoma_cynaroidis(75)
ASV03640;Fungi(100);Ascomycota(99);Dothideomycetes(98);Pleosporales(98);Didymellaceae(62);unclassified;unclassified
ASV03641;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Lasiosphaeriaceae(100);Cladorrhinum(100);Cladorrhinum_sp(100)
ASV03642;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03643;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03644;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Bolbitiaceae(100);Conocybe(100);Conocybe_tuxtlaensis(100)
ASV03645;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(98);Fusicolla(63);unclassified
ASV03646;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03647;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Dictyosporiaceae(100);Dictyosporium(71);Dictyosporium_toruloides(69)
ASV03648;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Hyaloscyphaceae(75);Calycina(74);unclassified
ASV03649;Fungi(100);Ascomycota(89);Dothideomycetes(60);unclassified;unclassified;unclassified;unclassified
ASV03650;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Tricholomataceae(100);Calyptella(100);Calyptella_capula(100)
ASV03651;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Chaetomiaceae(100);Chaetomium(93);Chaetomium_murorum(91)
ASV03652;Fungi(100);Ascomycota(67);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03653;Fungi(100);Basidiomycota(98);Tremellomycetes(98);Tremellales(98);Bulleribasidiaceae(97);Vishniacozyma(97);Vishniacozyma_victoriae(93)
ASV03654;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Xylariaceae(100);Anthostomella(91);Anthostomella_leucospermi(91)
ASV03655;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03656;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Sordariaceae(100);Sordaria(79);Sordaria_fimicola(79)
ASV03657;Fungi(100);Basidiomycota(97);Agaricomycetes(93);unclassified;unclassified;unclassified;unclassified
ASV03658;Fungi(100);Ascomycota(100);Sordariomycetes(100);Melanosporales(100);Melanosporaceae(100);Melanospora(100);Melanospora_sp(100)
ASV03659;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Entolomataceae(97);Entoloma(97);unclassified
ASV03660;Fungi(100);Ascomycota(100);Dothideomycetes(98);Capnodiales(98);unclassified_Capnodiales(97);unclassified_Capnodiales(97);Capnodiales_sp(97)
ASV03661;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03662;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Meruliaceae(92);Hyphodermella(79);unclassified
ASV03663;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Strophariaceae(100);Hypholoma(100);Hypholoma_capnoides(100)
ASV03664;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03665;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03666;Fungi(100);Chytridiomycota(80);Rhizophydiomycetes(61);Rhizophydiales(61);unclassified;unclassified;unclassified
ASV03667;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Tremellales(100);Bulleribasidiaceae(100);Vishniacozyma(100);Vishniacozyma_victoriae(73)
ASV03668;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03669;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Tricholomataceae(100);Paralepista(100);Paralepista_flaccida(100)
ASV03670;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(100);Leptospora(100);Leptospora_rubella(100)
ASV03671;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03672;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Fomitopsidaceae(100);Postia(100);Postia_dissecta(100)
ASV03673;Fungi(98);Basidiomycota(65);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03674;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Amylocorticiales(100);Amylocorticiaceae(100);Plicaturopsis(100);Plicaturopsis_crispa(100)
ASV03675;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03676;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Coprinopsis(100);Coprinopsis_rugosobispora(100)
ASV03677;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03678;Fungi(96);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03679;Fungi(100);Basidiomycota(67);Agaricomycetes(61);unclassified;unclassified;unclassified;unclassified
ASV03680;Fungi(100);Basidiomycota(76);Agaricomycetes(66);unclassified;unclassified;unclassified;unclassified
ASV03681;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(99);Stagonosporopsis(92);unclassified
ASV03682;Fungi(100);Ascomycota(100);Lecanoromycetes(100);Peltigerales(100);Peltigeraceae(100);Peltigera(100);Peltigera_neckeri(96)
ASV03683;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03684;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03685;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03686;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03687;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03688;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03689;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Xylariaceae(100);Kretzschmaria(100);Kretzschmaria_deusta(100)
ASV03690;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(98);Nectriaceae(68);unclassified;unclassified
ASV03691;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Tricholomataceae(100);Tricholoma(100);Tricholoma_cingulatum(98)
ASV03692;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(97);Thanatephorus_cucumeris(97)
ASV03693;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Crocicreas(100);Crocicreas_sp(99)
ASV03694;Fungi(99);Basidiomycota(62);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03695;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Pleosporaceae(100);Alternaria(92);Alternaria_subcucurbitae(68)
ASV03696;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Cantharellales_fam_Incertae_sedis(100);Sistotrema(100);Sistotrema_oblongisporum(100)
ASV03697;Fungi(99);Ascomycota(91);Sordariomycetes(71);unclassified;unclassified;unclassified;unclassified
ASV03698;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified_Helotiales(70);unclassified_Helotiales(70);Helotiales_sp(70)
ASV03699;Fungi(99);Ascomycota(83);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03700;Fungi(100);Ascomycota(80);Saccharomycetes(71);Saccharomycetales(71);Dipodascaceae(67);Dipodascus(60);unclassified
ASV03701;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03702;Fungi(100);Ascomycota(94);Dothideomycetes(88);Pleosporales(88);Leptosphaeriaceae(73);Plenodomus(70);Plenodomus_biglobosus(69)
ASV03703;Fungi(98);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03704;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03705;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Auriculariales(100);Exidiaceae(100);Exidia(99);Exidia_glandulosa(93)
ASV03706;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymosphaeriaceae(100);Paracamarosporium(100);Paracamarosporium_fagi(100)
ASV03707;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03708;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03709;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03710;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(99);Lasiosphaeriaceae(99);unclassified;unclassified
ASV03711;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03712;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Pluteaceae(100);Pluteus(100);Pluteus_brunneidiscus(100)
ASV03713;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(96);Rhinocladiella(96);Rhinocladiella_sp(96)
ASV03714;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Bionectriaceae(98);Clonostachys(96);Clonostachys_rosea(96)
ASV03715;Rhizaria(94);Cercozoa(94);unclassified_Cercozoa(94);unclassified_Cercozoa(94);unclassified_Cercozoa(94);unclassified_Cercozoa(94);Cercozoa_sp(94)
ASV03716;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Hymenogastraceae(100);Hebeloma(100);Hebeloma_mesophaeum(87)
ASV03717;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03718;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03719;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03720;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified;unclassified;unclassified
ASV03721;Fungi(100);Ascomycota(89);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03722;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Xylariales_fam_Incertae_sedis(100);Cryptostroma(100);Cryptostroma_corticale(100)
ASV03723;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03724;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03725;Fungi(100);Ascomycota(97);Orbiliomycetes(93);unclassified_Orbiliomycetes(89);unclassified_Orbiliomycetes(89);unclassified_Orbiliomycetes(89);Orbiliomycetes_sp(89)
ASV03726;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(100);unclassified;unclassified
ASV03727;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03728;Fungi(96);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03729;Fungi(100);Basidiomycota(100);Tremellomycetes(100);Tremellales(100);Bulleribasidiaceae(100);Dioszegia(100);Dioszegia_hungarica(99)
ASV03730;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Capronia(61);Capronia_sp(61)
ASV03731;Fungi(100);Basidiomycota(61);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03732;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Strophariaceae(100);Kuehneromyces(100);Kuehneromyces_mutabilis(100)
ASV03733;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03734;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03735;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Coprinellus(100);Coprinellus_micaceus(99)
ASV03736;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03737;Fungi(100);Basidiomycota(100);Cystobasidiomycetes(100);Cystobasidiomycetes_ord_Incertae_sedis(100);Buckleyzymaceae(100);Buckleyzyma(100);Buckleyzyma_aurantiaca(100)
ASV03738;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03739;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Psathyrella(100);unclassified
ASV03740;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Xylariales_fam_Incertae_sedis(100);Phialemoniopsis(100);Phialemoniopsis_curvata(100)
ASV03741;Fungi(100);Ascomycota(100);Eurotiomycetes(100);Chaetothyriales(100);Herpotrichiellaceae(100);Exophiala(100);Exophiala_equina(100)
ASV03742;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Cantharellales_fam_Incertae_sedis(100);Sistotrema(100);Sistotrema_oblongisporum(100)
ASV03743;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);unclassified;unclassified;unclassified
ASV03744;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03745;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03746;Fungi(100);Basidiomycota(99);Tremellomycetes(98);Filobasidiales(95);Filobasidiaceae(92);Filobasidium(92);Filobasidium_sp(92)
ASV03747;Fungi(100);Ascomycota(100);Sordariomycetes(98);Pleurotheciales(94);Pleurotheciaceae(94);Pleurotheciella(85);unclassified
ASV03748;Fungi(100);Ascomycota(71);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03749;Fungi(100);Ascomycota(99);Sordariomycetes(95);Glomerellales(62);Plectosphaerellaceae(62);unclassified;unclassified
ASV03750;Fungi(100);Ascomycota(100);Pezizomycetes(100);Pezizales(100);Ascobolaceae(100);unclassified;unclassified
ASV03751;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03752;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03753;Fungi(100);Basidiomycota(65);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03754;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03755;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymosphaeriaceae(100);Didymosphaeria(100);Didymosphaeria_variabile(100)
ASV03756;Fungi(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03757;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Cladosporiaceae(97);Cladosporium(97);Cladosporium_dominicanum(94)
ASV03758;Fungi(100);Ascomycota(86);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03759;Fungi(100);Ascomycota(100);Orbiliomycetes(100);Orbiliales(100);Orbiliaceae(100);unclassified_Orbiliaceae(100);Orbiliaceae_sp(100)
ASV03760;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03761;Fungi(100);Ascomycota(98);Dothideomycetes(98);Pleosporales(98);Didymellaceae(97);Didymella(73);unclassified
ASV03762;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(98);Diatrypaceae(98);Diatrype(95);Diatrype_stigma(95)
ASV03763;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03764;Fungi(100);Basidiomycota(83);Agaricomycetes(66);unclassified;unclassified;unclassified;unclassified
ASV03765;Fungi(100);Ascomycota(100);Leotiomycetes(75);Helotiales(75);Helotiales_fam_Incertae_sedis(75);Cadophora(64);unclassified
ASV03766;Fungi(96);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03767;Fungi(100);Ascomycota(100);Sordariomycetes(96);Sordariales(84);Lasiosphaeriaceae(72);unclassified;unclassified
ASV03768;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);Thanatephorus(68);Thanatephorus_cucumeris(63)
ASV03769;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Leptosphaeriaceae(85);Leptosphaeria(80);Leptosphaeria_sp(80)
ASV03770;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Strophariaceae(100);Pholiota(100);Pholiota_squarrosa(99)
ASV03771;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03772;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Diatrypaceae(100);Eutypella(100);Eutypella_quaternata(100)
ASV03773;Fungi(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03774;Fungi(100);Glomeromycota(100);Glomeromycetes(100);Glomerales(100);Glomeraceae(100);unclassified;unclassified
ASV03775;Fungi(97);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03776;Rhizaria(94);Cercozoa(94);unclassified_Cercozoa(94);unclassified_Cercozoa(94);unclassified_Cercozoa(94);unclassified_Cercozoa(94);Cercozoa_sp(94)
ASV03777;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified_Helotiales(65);unclassified_Helotiales(65);Helotiales_sp(65)
ASV03778;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);unclassified;unclassified;unclassified
ASV03779;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(98);unclassified;unclassified
ASV03780;Fungi(100);Basidiomycota(86);Agaricomycetes(83);unclassified;unclassified;unclassified;unclassified
ASV03781;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Psathyrellaceae(100);Coprinellus(100);Coprinellus_micaceus(99)
ASV03782;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03783;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Bionectriaceae(97);Hydropisphaera(97);Hydropisphaera_sp(96)
ASV03784;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Trechisporales(100);Hydnodontaceae(100);Trechispora(100);Trechispora_hymenocystis(100)
ASV03785;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(96);unclassified;unclassified;unclassified
ASV03786;Fungi(100);Ascomycota(100);Sordariomycetes(100);Microascales(100);Microascales_fam_Incertae_sedis(90);Wardomyces(90);Wardomyces_humicola(88)
ASV03787;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03788;Fungi(99);Basidiomycota(61);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03789;Fungi(99);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03790;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Cordycipitaceae(100);Simplicillium(100);unclassified
ASV03791;Fungi(100);Ascomycota(100);Sordariomycetes(100);Hypocreales(100);Nectriaceae(100);unclassified;unclassified
ASV03792;Fungi(100);Ascomycota(100);Sordariomycetes(100);Xylariales(100);Xylariaceae(100);Anthostomella(90);Anthostomella_leucospermi(90)
ASV03793;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Sordariales_fam_Incertae_sedis(82);Staphylotrichum(82);unclassified
ASV03794;Fungi(100);Ascomycota(100);Sordariomycetes(100);Sordariales(100);Sordariales_fam_Incertae_sedis(80);Staphylotrichum(79);unclassified
ASV03795;Fungi(100);Ascomycota(66);unclassified;unclassified;unclassified;unclassified;unclassified
ASV03796;Fungi(100);Basidiomycota(100);Microbotryomycetes(100);Sporidiobolales(100);Sporidiobolaceae(100);Sporobolomyces(94);Sporobolomyces_patagonicus(85)
ASV03797;Fungi(100);Ascomycota(100);Sordariomycetes(100);Coniochaetales(100);Coniochaetaceae(96);Coniochaeta(96);Coniochaeta_ligniaria(63)
ASV03798;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);unclassified;unclassified;unclassified
ASV03799;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Phaeosphaeriaceae(99);unclassified_Phaeosphaeriaceae(76);Phaeosphaeriaceae_sp(76)
ASV03800;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Agaricales(100);Bolbitiaceae(100);Conocybe(100);Conocybe_velutipes(97)
ASV03801;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03802;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Polyporales(100);Meripilaceae(100);unclassified;unclassified
ASV03803;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03804;Fungi(100);Ascomycota(100);Dothideomycetes(90);Capnodiales(90);unclassified_Capnodiales(77);unclassified_Capnodiales(77);Capnodiales_sp(77)
ASV03805;Fungi(100);Basidiomycota(100);Agaricomycetes(100);Cantharellales(100);Ceratobasidiaceae(100);unclassified_Ceratobasidiaceae(87);Ceratobasidiaceae_sp(87)
ASV03806;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03807;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03808;Fungi(100);Ascomycota(100);Dothideomycetes(100);Capnodiales(100);Mycosphaerellaceae(100);Ramularia(89);Ramularia_pratensis(73)
ASV03809;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03810;Fungi(100);Ascomycota(99);Dothideomycetes(98);Pleosporales(97);Pleosporales_fam_Incertae_sedis(97);Pseudorobillarda(97);Pseudorobillarda_sp(87)
ASV03811;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03812;Fungi(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified
ASV03813;Fungi(100);Ascomycota(100);Dothideomycetes(100);Pleosporales(100);Didymellaceae(99);unclassified;unclassified
ASV03814;Fungi(100);Ascomycota(100);Sordariomycetes(97);Sordariales(92);unclassified;unclassified;unclassified
ASV03815;Fungi(100);Ascomycota(100);Leotiomycetes(98);Helotiales(98);unclassified;unclassified;unclassified
ASV03816;Fungi(100);Ascomycota(100);Leotiomycetes(100);Helotiales(100);Helotiaceae(100);Scytalidium(100);Scytalidium_album(100)
ASV03817;Fungi(100);Ascomycota(100);Dothideomycetes(100);Tubeufiales(100);Tubeufiaceae(100);unclassified_Tubeufiaceae(100);Tubeufiaceae_sp(100)
